id,template,slipsense,mappedscale,faultage,sliprate,sentence
1929,known_age,reverse,"1:24,000","<750,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:24,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of unspecified."
1930,known_age,reverse,"1:24,000","<750,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:24,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of Undetermined."
1931,known_age,reverse,"1:24,000","<750,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:24,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of >5 mm/yr."
1932,undetermined_age,reverse,"1:24,000",undetermined,,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:24,000 scale. Geologic studies have not determined the age or slip rate of the fault."
1933,known_age,reverse,"1:24,000",<150,<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:24,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of <0.2 mm/yr."
1934,known_age,reverse,"1:24,000",<150,0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:24,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of 0.2 - 1 mm/yr."
1935,known_age,reverse,"1:24,000",<150,1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:24,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of 1 - 5 mm/yr."
1936,known_age,reverse,"1:24,000",<150,unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:24,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of unspecified."
1937,known_age,reverse,"1:24,000",<150,Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:24,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of Undetermined."
1938,known_age,reverse,"1:24,000",<150,>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:24,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of >5 mm/yr."
1939,known_age,reverse,"1:100,000","<15,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:100,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of <0.2 mm/yr."
1940,known_age,reverse,"1:100,000","<15,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:100,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of 0.2 - 1 mm/yr."
1941,known_age,reverse,"1:100,000","<15,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:100,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of 1 - 5 mm/yr."
1942,known_age,reverse,"1:100,000","<15,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:100,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of unspecified."
1943,known_age,reverse,"1:100,000","<15,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:100,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of Undetermined."
1944,known_age,reverse,"1:100,000","<15,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:100,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of >5 mm/yr."
1945,known_age,reverse,"1:100,000","<2,600,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:100,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of <0.2 mm/yr."
1946,known_age,reverse,"1:100,000","<2,600,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:100,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of 0.2 - 1 mm/yr."
1947,known_age,reverse,"1:100,000","<2,600,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:100,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of 1 - 5 mm/yr."
1948,known_age,reverse,"1:100,000","<2,600,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:100,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of unspecified."
1949,known_age,reverse,"1:100,000","<2,600,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:100,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of Undetermined."
1950,known_age,reverse,"1:100,000","<2,600,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:100,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of >5 mm/yr."
1951,known_age,reverse,"1:100,000","<130,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:100,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of <0.2 mm/yr."
1952,known_age,reverse,"1:100,000","<130,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:100,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of 0.2 - 1 mm/yr."
1953,known_age,reverse,"1:100,000","<130,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:100,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of 1 - 5 mm/yr."
1954,known_age,reverse,"1:100,000","<130,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:100,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of unspecified."
1955,known_age,reverse,"1:100,000","<130,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:100,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of Undetermined."
1956,known_age,reverse,"1:100,000","<130,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:100,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of >5 mm/yr."
1957,known_age,reverse,"1:100,000","<750,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:100,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of <0.2 mm/yr."
1958,known_age,reverse,"1:100,000","<750,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:100,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of 0.2 - 1 mm/yr."
1959,known_age,reverse,"1:100,000","<750,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:100,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of 1 - 5 mm/yr."
1960,known_age,reverse,"1:100,000","<750,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:100,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of unspecified."
1961,known_age,reverse,"1:100,000","<750,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:100,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of Undetermined."
1962,known_age,reverse,"1:100,000","<750,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:100,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of >5 mm/yr."
1963,undetermined_age,reverse,"1:100,000",undetermined,,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:100,000 scale. Geologic studies have not determined the age or slip rate of the fault."
1964,known_age,reverse,"1:100,000",<150,<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:100,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of <0.2 mm/yr."
1965,known_age,reverse,"1:100,000",<150,0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:100,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of 0.2 - 1 mm/yr."
1966,known_age,reverse,"1:100,000",<150,1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:100,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of 1 - 5 mm/yr."
1967,known_age,reverse,"1:100,000",<150,unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:100,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of unspecified."
1968,known_age,reverse,"1:100,000",<150,Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:100,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of Undetermined."
